temperature,humidity,persons,monthly_target,AC_count,AC_usage,AC_days,fan_count,fan_usage,fan_days,fridge_count,fridge_usage,fridge_days,washing_machine_count,washing_machine_usage,washing_machine_days,TV_count,TV_usage,TV_days,light_count,light_usage,light_days,wifi_count,wifi_usage,wifi_days,other_count,other_usage,other_days,energy_usage
25.68852546,36.27407042,5,419.1611199,2,9.833407684,28,2,3.782067839,16,2,5.64818314,30,1,9.323056827,11,2,9.338670399,14,1,3.134105862,21,2,9.445632636,2,2,3.26132327,15,1824.228759
15.63547817,68.18581497,4,466.5018098,1,2.416012764,27,2,7.938956552,23,0,4.70505079,11,1,6.01236058,23,2,0.373516348,20,2,9.024535392,5,2,5.745962497,25,2,4.43988627,30,669.8565825
17.69728567,72.38854359,3,438.0626988,2,6.812821105,7,1,8.744145542,1,2,0.479675586,15,0,1.434206025,12,0,5.002645075,21,2,2.288582758,21,2,1.239080306,27,0,7.723409756,12,187.6914362
15.78572964,31.89516869,3,169.2177467,1,7.159846935,23,2,8.510037668,8,1,8.82048186,19,1,9.014715839,7,0,8.544229603,3,1,1.909688978,1,1,1.708704338,0,1,6.253923997,27,355.1743713
30.91026028,86.17273477,5,389.420084,0,6.073244168,2,1,7.772042474,29,1,4.443938189,7,2,1.744465662,15,1,5.879742484,18,1,5.189954564,15,1,9.890739764,3,1,3.080253518,3,242.4931905
22.85889953,33.11827702,2,384.7422421,2,0.885783396,24,0,2.690522287,23,2,5.889436485,22,1,3.528778483,1,1,2.76870517,12,2,6.725113693,19,0,7.255651973,5,1,3.862029245,15,464.0371088
27.71426728,62.47778012,3,534.205394,0,6.768722758,18,2,8.118896436,18,0,1.391878028,1,0,3.755079778,21,0,3.976811351,0,0,0.443322508,0,2,0.4927875,4,0,3.05786814,12,243.9285036
37.68916185,72.54363117,5,289.5638292,2,0.64094711,0,0,5.334784759,12,1,0.03387848,12,2,4.472915399,6,0,6.802656287,0,2,2.21065865,29,2,7.03781005,28,0,5.947701673,30,205.7632959
21.23230573,82.25814742,4,285.7429718,2,5.961426495,1,1,0.527566148,4,0,2.452900936,7,1,7.901658159,11,1,8.908118943,21,1,4.556836665,27,2,4.121730468,10,0,3.326245332,28,330.2327483
25.25957308,72.84521593,5,409.2635294,2,7.395811772,14,1,4.569388499,8,1,7.045860321,24,1,8.021443781,6,0,0.410663737,13,0,3.31004336,15,0,3.072083868,19,1,7.256976948,0,500.3507872
33.88877846,78.10368498,3,416.5363267,1,2.109698906,21,0,9.42157917,12,1,0.991945301,20,1,7.196550733,18,0,0.715388219,8,2,7.126210793,0,2,1.540607937,22,1,5.797871586,21,249.5419824
20.71995414,50.36701155,4,334.6426137,0,8.416220075,27,2,8.878593497,0,2,9.088874404,30,2,0.221286744,13,0,3.250515236,23,0,5.11160596,0,1,8.399039546,12,0,1.457066117,3,630.6793596
16.92449775,78.88950682,5,321.5296812,2,0.303538055,9,2,1.02264281,24,2,2.150225694,19,0,5.648451022,29,0,2.327796844,11,0,1.603591056,6,2,0.63841379,10,0,3.102686187,26,54.23459419
22.24378632,34.80689078,1,347.0738353,1,8.438128637,17,0,7.441266857,14,0,2.045936143,15,2,7.474929559,8,2,2.649308862,17,1,8.944653793,15,0,2.898354624,26,0,2.214474419,14,332.8744239
19.03053218,83.68899936,4,530.5226498,2,4.603290506,21,0,8.05792866,3,2,1.815079616,3,2,4.446252401,17,2,2.212699986,8,2,2.929056755,16,1,3.063828938,5,1,3.903132126,25,566.9775053
38.24244131,62.85554257,1,330.5834506,1,2.175879399,13,0,2.713881882,3,1,0.13981713,28,0,9.449360454,10,0,1.958250489,7,1,7.31131109,15,1,1.60905284,18,2,5.159840862,25,-144.802494
35.20300949,79.0378662,2,569.965896,2,1.33778145,16,2,4.716085707,30,1,7.718054685,15,2,8.238105219,15,1,1.306239669,29,2,7.799157791,15,1,5.081848833,24,2,5.067628573,20,624.9430402
30.83509391,57.13909707,4,352.0018818,0,9.533071676,26,2,7.109879415,19,0,8.750345312,19,2,6.381550655,18,2,9.339541318,13,2,9.631577003,5,2,0.117026268,14,1,7.545236766,29,935.440474
36.78651475,68.61466171,1,574.6003466,0,0.726655876,12,2,4.390414888,9,0,6.141627026,5,1,0.624251837,30,1,1.441894639,27,0,4.985074665,17,0,3.009755154,20,0,1.891718636,30,34.96449345
35.09180192,61.58415966,3,516.4159509,2,1.990934199,0,0,1.127969189,27,1,1.881999817,26,2,6.523462476,10,1,2.044037748,8,0,6.158355155,21,0,9.33629444,12,0,9.464728293,30,344.2502289
19.66425147,73.89537131,3,281.2156613,1,3.478223474,4,2,7.058824447,24,2,2.852779969,3,1,9.115796013,17,2,2.46265724,19,0,3.348762935,21,2,3.105295693,9,0,3.428451069,26,518.9403952
37.31397496,34.89779892,2,531.8207106,2,6.20234849,25,1,9.116386897,29,2,4.759266974,15,2,3.794453869,10,1,9.330148731,24,1,6.781792934,27,0,3.604593871,0,0,3.002488469,24,1034.635993
28.48355605,33.62112504,4,155.0316421,1,5.448010853,12,0,6.524847284,5,0,9.543459516,22,1,8.381325256,24,1,7.557141336,1,0,4.633834859,26,1,4.731650482,12,1,6.851785782,15,390.3480403
35.18600388,44.82619404,4,562.5235877,2,1.256434924,26,2,7.738007486,26,0,2.473513718,22,1,3.131611429,3,0,7.896994303,28,1,4.376523647,2,1,5.616933749,5,2,8.055166287,3,450.4331061
37.4022825,39.57268081,4,415.8217575,1,2.897279837,24,0,3.583625357,23,1,7.316459039,20,1,5.701032915,17,0,1.047582595,0,0,8.554675291,30,0,8.087086448,20,2,3.784717648,16,371.0183479
22.95008687,82.307014,2,127.1953743,0,2.387517711,13,1,1.831982451,11,1,4.394482233,12,0,6.484244184,18,0,8.36309875,12,1,0.501688435,7,0,1.903212232,25,1,7.468469749,30,98.46157726
17.75129811,43.15283924,4,422.1283618,2,2.135428545,23,1,6.427736616,29,0,2.978473484,4,2,6.779950376,12,2,4.081930818,24,2,8.819624278,26,2,8.717463772,23,0,8.837359561,10,814.3433637
20.69837906,88.55191535,3,587.1238271,0,4.111443365,2,0,3.277712058,19,1,4.55915937,14,2,8.825493145,3,0,2.628230262,9,1,8.520698378,3,2,7.575493571,19,2,7.668036652,24,162.7750459
25.67769472,50.21374751,1,134.9003273,0,7.040314526,14,0,8.60073519,15,0,0.712067175,25,2,2.34622267,30,1,5.757500835,7,1,5.063662536,28,2,7.226503347,11,1,0.341964856,4,187.2067276
35.45036915,40.92707494,3,377.3438549,2,2.174529322,18,1,1.2262805,2,0,7.986873709,7,0,2.623695853,29,1,8.221829058,6,1,4.902028542,22,2,0.868045737,16,0,8.273689114,25,84.20743112
36.51826458,77.38191043,3,473.8971749,2,3.666788797,30,0,4.334636997,13,2,2.43301928,6,1,7.040409933,9,1,7.786521511,29,2,3.61807368,3,2,0.2164069,26,2,7.744809585,12,447.9198599
15.17380326,69.52246653,1,505.1292933,1,3.909174268,16,1,3.967276005,0,0,7.254121232,13,2,1.771938125,28,1,8.899974826,28,1,9.941737917,16,2,5.940127009,17,1,6.692902382,11,598.1320978
